Row Labels,Average of NO2 Mean,Average of O3 Mean,Average of SO2 Mean,Average of CO Mean
37130,30.521739,0.022158,2.6186335,0.793116
37131,28.909091,0.017286,2.3675325,0.714962
37132,16.958333,0.026042,1.1080745,0.3583335
37133,22.181818,0.020083,1.11875,0.44375
37134,28.125,0.019917,1.2770835,0.6041665
37135,19.041667,0.022917,1.2770835,0.827083
37136,18.708333,0.012167,1.1583335,0.4854165
37137,20.083333,0.021375,1.49375,0.704167
37138,22.318182,0.018313,2.55614,0.6460715
37139,24.666667,0.019125,3.7770835,0.5958335
37140,19.363636,0.005,3.5108695,0.4975545
37141,25.708333,0.0285,3.6125,0.5375
37142,30.125,0.02925,4.4416665,0.795833
37143,33.625,0.030875,4.5666665,0.8375
37144,36.583333,0.022917,5.5270835,1.0395835
37145,28.636364,0.022,4.3376625,1.116667
37146,21.166667,0.025792,3.7770835,0.6625
37147,15.416667,0.019125,3.3625,0.4041665
37148,18.625,0.026042,3.2661495,0.495833
37149,17.625,0.021125,3.1583335,0.5979165
37150,12.375,0.023542,3.11875,0.4166665
37151,21.5,0.016792,3.74375,0.620833
37152,32.363636,0.016208,5.5729165,1.1111115
37153,34.666667,0.015708,5.4875,1.0041665
37154,34.47619,0.013208,5.601299,1.0020835
37155,28.458333,0.013958,5.5729165,1.20625
37156,27.458333,0.016,5.6125,1.2291665
37157,24.75,0.026167,4.6979165,1.11875
37158,23.565217,0.027167,3.5754655,0.397645
37159,30.782609,0.025333,4.078882,0.5803445
37160,31.833333,0.019917,4.7833335,0.820833
37161,37.5,0.0175,5.6125,1.0375
37162,37.75,0.017125,5.9083335,1.279167
37163,31.666667,0.020875,5.1125,0.858333
37164,17.125,0.032708,3.7833335,0.53125
37165,21.916667,0.022083,4.0395835,0.44375
37166,24.26087,0.025125,3.7565215,0.536051
37167,16.791667,0.018958,2.7375,0.4270835
37168,21.583333,0.015917,3.4020835,0.5145835
37169,21.782609,0.018417,3.273292,0.500362
37170,19.25,0.021,3.2833335,0.5833335
37171,14.083333,0.028125,3,0.4104165
37172,22.125,0.019042,3.11875,0.4770835
37173,24.913043,0.012208,4.4391305,0.6550725
37174,30.791667,0.017792,4.0666665,0.8520835
37175,37.333333,0.016,5.5729165,0.7957425
37176,34.388889,0.014667,4.61875,0.820833
37177,32.458333,0.014625,5.24375,0.85
37178,28.333333,0.017708,4.9416665,0.7916665
37179,36.714286,0.011542,6.60625,1.202083
37182,43.4,0.016417,6.1006215,1.18904
37183,48.75,0.013,7.0729165,1.59375
37184,39.333333,0.02,5.5333335,1.4645835
37185,35.416667,0.018,5.1458335,1.066667
37186,31.409091,0.00875,4.831818,1.1458335
37187,32.190476,0.012375,4.870807,0.974638
37188,36.333333,0.0135,5.73125,1.2541665
37189,45.208333,0.012042,7.3166665,1.63125
37190,54.277778,0.01025,7.9020835,2.01875
37191,39.333333,0.015917,6.73125,1.4958335
37192,32.083333,0.014667,5.3229165,0.99375
37193,42.208333,0.009208,8.0666665,1.5833335
37194,50.545455,0.007458,4.526087,1.7686595
37195,32.333333,0.01225,1.1520835,1.00625
37196,37.045455,0.011458,1.6520835,1.09375
37197,39.791667,0.010292,3.0666665,1.6208335
37198,38.708333,0.011667,2.2708335,1.5333335
37199,25.708333,0.017792,1.0729165,1.05625
37200,20.695652,0.014208,0.077619,0.6810685
37201,33.761905,0.012125,1.6757765,1.128442
37202,29.5,0.008167,3.24375,1.08125
37203,32.625,0.008083,2.9479165,1.556629
37204,28.041667,0.015667,0.9416665,0.85625
37205,26.25,0.017917,1.0333335,0.860417
37206,30.583333,0.012375,1.48125,1.2479165
37207,40.666667,0.009167,2.6395835,1.4958335
37208,28.043478,0.0145,1.028788,0.9597825
37209,36.142857,0.00975,2.661039,0.9454545
37210,38.772727,0.009583,3.1583335,1.0875
37211,44.041667,0.007417,5.4416665,1.7041665
37212,39.291667,0.011,3.9479165,1.2541665
37213,46.083333,0.008417,4.7645835,1.585417
37214,43.73913,0.010292,5.092236,1.753895
37215,41.521739,0.010333,4.6102485,1.375
37216,42.458333,0.00775,4.73125,1.533333
37217,30.583333,0.015792,2.23125,0.8125
37218,15.75,0.019458,0.48125,0.3520835
37219,29.125,0.00925,1.9416665,0.6958335
37220,23.125,0.014708,0.61875,0.516667
37221,36.25,0.006667,2.8958335,0.8645835
37222,32.818182,0.008833,2.0416665,0.9076085
37223,30.375,0.010875,1.73125,0.74375
37224,32.208333,0.005333,2.2375,0.74375
37225,37.625,0.006083,2.35625,0.9875
37226,37.666667,0.009792,4.73125,1.608333
37227,38.083333,0.010542,5.6125,1.975
37228,43.272727,0.004294,4.0492425,1.5363225
37229,31.590909,0.005917,1.947619,0.840942
37230,36.583333,0.008917,4.0729165,1.2854165
37231,51.708333,0.002958,8.3,2.4375
37232,43.25,0.005583,3.96,1.7166665
37233,31.208333,0.015458,2.1125,0.76875
37234,26.208333,0.015125,2.4020835,0.59375
37235,26.708333,0.016792,2.5666665,0.675
37236,31.619048,0.009333,0.9916665,0.6352355
37237,28.916667,0.006792,0.7375,0.71875
37238,35.125,0.005125,3.8625,1.5770835
37239,35.541667,0.005417,5.2770835,1.6458335
37240,29.958333,0.01,3.4020835,1
37241,34.458333,0.008208,4.1916665,0.870833
37242,53.913043,0.001611,8.744048,1.9565215
37243,56.045455,0.001545,7.617702,2.4229165
37244,48.916667,0.002917,5.3625,2.0604165
37245,46.625,0.003917,6.1979165,1.725
37246,32.208333,0.013083,3.8625,1.36875
37247,33.375,0.009167,3.5666665,1.429167
37248,29.541667,0.008667,3.0666665,1.0958335
37249,33.909091,0.01075,4.608442,1.4577655
37250,40.333333,0.009333,5.6979165,2.29375
37251,44.291667,0.004167,6.4416665,1.9
37252,42.916667,0.003292,7.1520835,1.789583
37253,46.652174,0.00175,9.6037265,2.0471015
37254,38.875,0.001667,7.35,1.6625
37255,38.875,0.007833,7.60625,1.7708335
37256,34.363636,0.005526,5.31677,1.154529
37257,32.791667,0.009625,6.1979165,1.7344295
37258,25.916667,0.0105,4.6520835,0.745833
37259,38.136364,0.008167,8.8166665,1.4854165
37260,33.541667,0.006875,7.3625,1.31875
37261,38.791667,0.008083,8.9083335,1.729167
37262,40.458333,0.005083,9.2770835,1.8625
37263,54.458333,0.002375,12.0666665,2.484692
37264,52.263158,0.002333,9.8455555,2.6945075
37265,44.708333,0.002833,6.1520835,1.53125
37266,48.6,0.007167,5.6686335,1.8676135
37267,31.666667,0.012125,3.1979165,0.925
37268,42.708333,0.008042,7.48125,1.875
37269,35.5,0.011083,6.4354165,1.7854165
37270,43.666667,0.007375,7.009091,1.6695075
37271,48.176471,0.002708,5.85,1.5477355
37272,46,0.005917,3.6207795,2.06875
37273,41.291667,0.008667,1.9875,1.2958335
37274,44.086957,0.00725,2.9479165,2
37275,43.708333,0.007125,3.8194735,2.10625
37276,39,0.008458,3.236316,2.13125
37277,45.375,0.005583,2.48125,1.852083
37278,44,0.005792,1.925974,1.3695075
37279,32.083333,0.016083,1.0270835,0.9791665
37280,30.916667,0.014333,1.24375,0.975
37281,37.375,0.012417,2.7375,1.4020835
37282,37.916667,0.014083,3.4416665,1.675
37283,38.583333,0.009583,3.1458335,1.725
37284,38.714286,0.008,2.417702,1.506884
37285,25.952381,0.020833,1.300649,1.0041665
37286,21.708333,0.018125,0.1979165,0.720833
37287,27.826087,0.013625,0.87795,1.0692935
37288,35.708333,0.012167,2.1979165,1.4833335
37289,46.125,0.004958,5.6520835,2.2395835
37290,39.458333,0.010292,3.98125,2.58125
37291,45.083333,0.010167,5.60625,2.11875
37292,40.409091,0.016958,4.02,1.712879
37293,44.583333,0.013375,5.5270835,1.541667
37294,44.041667,0.011167,5.4416665,1.7333335
37295,44.666667,0.011,5.4020835,1.7020835
37296,27.25,0.027667,2.1125,1.2270835
37297,22.375,0.021833,1.5,0.6125
37298,40.913043,0.012208,4.646584,1.258786
37299,44.545455,0.008792,5.658442,1.9492425
37300,42.708333,0.010167,4.1458335,1.66875
37301,41.5,0.013,4.5270835,1.472917
37302,43.208333,0.013167,3.3625,1.4520835
37303,45.666667,0.015542,4.98125,2.0833335
37304,27.875,0.019125,1.73125,1.152083
37305,14.541667,0.030667,0.6520835,0.4104165
37306,35.142857,0.016292,2.178788,0.885145
37307,38.272727,0.015333,2.4416665,1.1145835
37308,38.625,0.014208,4.5666665,1.3875
37309,40.541667,0.015375,3.9875,1.1625
37310,38.166667,0.016542,3.86875,1.5583335
37311,27.958333,0.025042,2.23125,1.14375
37312,39.136364,0.01725,3.3674245,1.178714
37313,39.227273,0.015417,5.201242,1.781703
37314,43.875,0.012292,5.36875,1.8083335
37315,34.583333,0.016,4.23125,1.21875
37316,25.083333,0.028625,2.4479165,0.7958335
37317,15.041667,0.030583,1.2041665,0.5375
37318,28.375,0.021708,2.7708335,0.8625
37319,40.916667,0.016792,6.0333335,1.4958335
37320,47.142857,0.011471,7.085093,1.787121
37327,40.6,0.0155,4.397619,1.3185685
37328,21.47619,0.033,2.8625,0.8666665
37329,21.043478,0.029458,2.1583335,0.629167
37330,24.708333,0.020958,2.6125,0.79375
37331,19.75,0.03275,1.9541665,0.779167
37332,15.666667,0.037708,1.5333335,0.6458335
37333,21.708333,0.025833,1.6125,0.65
37334,36.190476,0.016833,3.1707795,1.0613635
37335,44,0.012042,3.7770835,1.3854165
37336,36.708333,0.019583,3.23125,1.3395835
37337,37.904762,0.019708,3.4354165,1.0604165
37338,19.791667,0.034417,2.0333335,0.9333335
37339,6.5,0.036667,1.3291665,0.520833
37340,32.454545,0.01925,2.1467535,1.0047345
37341,40.833333,0.023333,2.9424245,1.1822465
37342,43.333333,0.01875,3.8625,1.114583
37343,37.833333,0.015333,3.0666665,1.08125
37344,20.166667,0.020667,1.3229165,0.4375
37345,24.791667,0.023917,1.5333335,0.69375
37346,26.291667,0.029792,2.1916665,0.858333
37347,31.625,0.0185,3.1125,1.075
37348,29.7,0.022958,2.2876625,0.754801
37349,29.916667,0.017458,2.23125,0.6416665
37350,34.958333,0.014333,2.99375,0.8958335
37351,30.041667,0.015417,2.6979165,0.864583
37352,16.125,0.026792,1.4479165,0.4625
37353,10.5,0.035,0.8625,0.29375
37354,26.409091,0.020417,1.8532465,0.6016305
37355,34.954545,0.0205,3.5007575,1.0886775
37356,34.916667,0.01925,3.0729165,1.0458335
37357,26.333333,0.021833,1.9875,0.745833
37358,30.75,0.017333,3.0270835,0.81875
37359,29.75,0.027125,3.1979165,1.002083
37360,24.125,0.034542,3.3625,0.91875
37361,12.458333,0.024958,2.5791665,0.3770835
37362,8.454545,0.02325,1.8974025,0.252462
37363,15.291667,0.026208,2.3229165,0.4208335
37364,20.625,0.031042,2.5333335,0.45625
37365,19.541667,0.040167,2.6979165,0.4708335
37366,14.208333,0.034458,2.2833335,0.3916665
37367,27.583333,0.030375,3.7375,1.060417
37368,38.363636,0.020083,5.056818,1.1888255
37369,32.136364,0.024792,3.975,1.05303
37370,30.791667,0.025667,1.61875,0.727083
37371,13.416667,0.025167,1,0.347917
37372,11.458333,0.035333,0.9083335,0.36875
37373,13.166667,0.027208,0.73125,0.420833
37374,25.791667,0.026083,1.1458335,0.935417
37375,34.791667,0.016042,1.9479165,1.14375
37376,23.045455,0.029375,1.9416665,0.594837
37377,19.791667,0.031917,2.3229165,0.454167
37378,29.708333,0.028375,3.2895835,0.8354165
37379,35.208333,0.027708,3.4541665,1.0125
37380,33.083333,0.033583,3.2770835,1.133333
37381,29.916667,0.032375,4.23125,1.13125
37382,33.363636,0.030625,4.075,1.02822
37383,23.1,0.032458,3.4595235,0.627462
37384,21.625,0.030167,3.031169,0.61875
37385,34.208333,0.024083,4.1854165,0.9375
37386,26.875,0.03025,3.74375,0.8979165
37387,15.291667,0.047875,3.0270835,0.541667
37388,22.916667,0.038083,2.7833335,0.729167
37389,42.666667,0.03025,4.8958335,1.2854165
37390,31.235294,0.0375,4.453106,1.0197465
37391,23.208333,0.029083,3.4083335,0.689583
37392,25.833333,0.025625,3.6916665,0.7791665
37393,28.333333,0.029042,3.7770835,0.84375
37394,19,0.032875,3.49375,0.725
37395,16.5,0.026458,3.4479165,0.7625
37396,17.913043,0.032458,3.7492425,0.8039855
37397,13.590909,0.033542,3.183766,0.5942935
37398,30.227273,0.024625,4.4416665,1
37399,34.363636,0.028833,4.3229165,1.0625
37400,35.208333,0.030417,4.7708335,1.19375
37401,25.5,0.034417,4.3166665,1.189583
37402,17.166667,0.022375,3.60625,0.7666665
37403,21.708333,0.027158,4.4416665,1.10625
37405,33.625,0.024929,4.4083335,0.8958335
37406,31.541667,0.021958,3.36875,0.7083335
37407,26.5,0.025333,2.74375,0.533333
37408,23.083333,0.025125,2.7833335,0.5041665
37409,16.416667,0.032125,2.0791665,0.402083
37410,24.727273,0.03325,2.7792205,0.4729165
37411,36.363636,0.037167,2.797619,0.7049245
37412,33.166667,0.037583,2.9083335,0.6416665
37413,37.333333,0.035083,3.9875,0.8479165
37414,29.791667,0.040958,2.9083335,0.7729165
37415,17.25,0.035542,2.1583335,0.4729165
37416,14.541667,0.036125,2.0791665,0.40625
37417,23.5,0.029708,2.3291665,0.5020835
37418,29.6,0.024917,3.505952,0.627462
37419,32.25,0.02225,3.1125,0.6709525
37420,29.208333,0.023375,3.6583335,0.8041665
37421,29.166667,0.025125,3.11875,0.7708335
37422,24.75,0.025333,3.1583335,0.7979165
37423,15.291667,0.029125,2.1583335,0.4979165
37424,27.181818,0.030542,3.95303,0.691856
37425,36.380952,0.032042,3.198052,0.7142045
37426,32.222222,0.022792,2.658772,0.7645835
37427,20.272727,0.020208,1.2515155,0.65
37428,17.333333,0.020917,0.7041665,0.5625
37429,19.75,0.024958,0.3625,0.5375
37430,21.625,0.03,1.0729165,0.86875
37431,28.958333,0.020042,1.2770835,0.9791665
37432,28.681818,0.02275,1.3603895,0.73125
37433,30.208333,0.0235,1.5666665,0.8395835
37434,32.375,0.025708,1.23125,0.8
37435,30.5,0.033708,0.74375,0.71875
37436,35.083333,0.031208,1.3166665,0.847917
37437,17.666667,0.041792,0.4099375,0.6625
37438,19.6875,0.02865,0.65,0.5719445
37439,26.818182,0.028438,0.6583335,0.6479165
37440,35.333333,0.022,1.5666665,0.9166665
37441,22.833333,0.030625,0.7770835,0.7354165
37445,27.708333,0.026375,1.5270835,0.89375
37446,15.5,0.054042,0.4875,0.6071555
37449,25,0.047792,0.6979165,0.6125
37456,17.75,0.022833,0.6583335,0.4041665
37457,11.333333,0.031375,1.2770835,0.2708335
37458,7.25,0.027333,0.8291665,0.172917
37459,14.25,0.031792,1.11875,0.3020835
37460,15.545455,0.033222,1.4416665,0.315909
37464,10.875,0.028917,0.8229165,0.216667
37465,14.083333,0.020917,0.99375,0.2416665
37466,27.909091,0.023542,2.616883,0.608605
37467,32.5,0.018611,2.1204545,0.5408515
37468,12.125,0.023208,1.7833335,0.5645835
37469,16.47619,0.024167,1.136646,0.35
37470,22.833333,0.025667,1.35625,0.4625
37471,12.875,0.029333,1.1645835,0.358333
37472,12.041667,0.020417,1,0.3354165
37473,14.958333,0.029083,1.6645835,0.404167
37474,23.55,0.031,1.4785715,0.462879
37475,25.625,0.02525,1.7375,0.6604165
37476,24.208333,0.031583,2.9875,0.572917
37477,25.458333,0.031417,2.5333335,0.525
37478,17,0.03825,1.61875,0.385417
37479,12.916667,0.042167,1.2041665,0.377083
37480,16.714286,0.036083,1.24697,0.3402175
37481,18.428571,0.032944,1.183766,0.37178
37482,15.791667,0.027667,1.36875,0.375
37483,22.875,0.024958,1.5729165,0.4791665
37484,21.583333,0.032917,1.24375,0.4625
37485,19.791667,0.032625,1.3229165,0.45
37486,10.25,0.037708,1.24375,0.35
37487,22.125,0.026208,1.36875,0.43125
37488,20.695652,0.028,1.402795,0.5458335
37489,20.416667,0.021375,1.5,0.4208335
37490,26.625,0.018625,2.2375,0.577083
37491,28.166667,0.0195,2.6520835,0.70625
37492,26.833333,0.01875,3.0333335,0.9270835
37493,27.083333,0.024625,4.3166665,1.3166665
37494,36.772727,0.019625,3.423913,1.0347825
37495,26.086957,0.019667,2.2447205,0.674366
37496,21.75,0.025208,1.8291665,0.5
37497,19.583333,0.023625,1.8166665,0.4145835
37498,29.291667,0.023875,3.23125,0.8291665
37499,29.291667,0.03175,2.3958335,0.8666665
37500,13.208333,0.0385,1.2770835,0.4145835
37501,18.375,0.030083,1.2041665,0.40625
37502,24.190476,0.020833,2.230435,0.559873
37503,29.958333,0.022292,2.99375,0.7541665
37504,27.333333,0.026125,2.5333335,0.81875
37505,23.208333,0.027542,1.6520835,0.5208335
37506,16.708333,0.024375,1.25,0.44375
37507,14.625,0.017125,1,0.4520835
37508,27.909091,0.005042,1.6204545,0.7011775
37509,21.952381,0.025458,1.2136365,0.675362
37510,26.764706,0.020958,0.6916665,0.4520835
37511,31.916667,0.024583,1.1583335,0.6708335
37512,34.375,0.028333,0.98125,0.6666665
37513,29.666667,0.03425,1.6979165,0.7166665
37514,16.166667,0.032333,0.11875,0.2479165
37515,22.666667,0.032917,0.3229165,0.3236745
37516,17.636364,0.026833,0.2901515,0.4166665
37517,12.208333,0.023292,0,0.316667
37518,27.708333,0.021792,1.11875,0.575
37519,35.583333,0.019625,2.1916665,1.1583335
37520,30.666667,0.022625,2.0666665,1.172917
37521,31.73913,0.020667,2.0425465,1.182699
37522,38.227273,0.0219,2.4785715,1.287862
37523,38.380952,0.022458,1.6741175,0.939855
37524,37.875,0.02025,2.45,1.0875
37525,34.208333,0.016958,2.0270835,1.085417
37526,23.708333,0.019333,0.9541665,0.8104165
37527,20.083333,0.013167,0.6125,0.5791665
37528,18.583333,0.016,0.3291665,0.608333
37529,27.25,0.014333,1.1520835,0.770833
37530,17,0.020958,1.373913,0.7071555
37531,21.458333,0.023958,0.49375,0.3875
37532,33.363636,0.015333,1.9020835,0.8229165
37533,38.125,0.018958,2.49375,1.1375
37534,43.458333,0.021083,2.6916665,1.6708335
37535,37.666667,0.023333,2.7770835,1.5395835
37536,39.809524,0.014792,2.661039,1.2951085
37537,34.095238,0.015667,2.198052,0.9954545
37538,36.75,0.015708,3.10625,1.33125
37539,40.25,0.015458,3.6854165,1.43125
37540,41.041667,0.011125,3.1520835,1.425
37541,38.625,0.011042,2.2708335,1.425
37542,24.875,0.026125,1.9875,1.3729165
37543,30.5,0.020292,0.9875,0.7958335
37544,47.086957,0.014917,3.656061,1.491214
37545,34.666667,0.014917,1.8625,1.075
37546,23.041667,0.016333,0.4416665,0.7166665
37547,29.5,0.017583,1.2833335,1.004167
37548,32.958333,0.019208,1.5729165,1.2083335
37549,41.541667,0.015083,5.4354165,1.6229165
37550,41.818182,0.01525,3.6835405,1.5324275
37551,34.318182,0.007286,2.4024845,1.4372285
37552,30.125,0.015824,1.05974,1.0729165
37553,36.083333,0.015042,2.0059525,1.417262
37554,36.583333,0.015667,2.0666665,1.3854165
37555,34.416667,0.008417,1.1916665,1.329167
37556,28.25,0.015667,0.6125,1.2770835
37557,35.583333,0.015833,2.0270835,1.51875
37558,35.636364,0.019375,0.981061,1.1016305
37559,37.791667,0.017417,2.1916665,1.1354165
37560,39.958333,0.016708,2.10625,1.4875
37561,42.5,0.012958,2.86875,1.8395835
37562,33.666667,0.016167,1.9479165,1.529167
37563,40.333333,0.01275,2.5666665,1.589583
37564,34.818182,0.014375,2.035404,1.2875
37565,42.47619,0.011458,2.319697,1.5196555
37566,50.333333,0.011542,5.2375,2.3854165
37567,46.2,0.01075,2.6916665,1.68125
37568,42.583333,0.007708,2.1979165,1.402083
37569,14.875,0.022917,0.9416665,0.9875
37570,15.913043,0.020708,0.3291665,0.79375
37571,32.208333,0.016417,0.6520835,1.19375
37572,32.15,0.016875,1.280435,0.9642045
37573,45.583333,0.014125,4.7770835,1.122917
37574,44.25,0.009375,4.0729165,1.4104165
37575,32.166667,0.021083,2.1979165,0.879167
37576,25.708333,0.022708,2.5395835,0.825
37577,40.916667,0.013625,5.1916665,2
37578,49.478261,0.008333,4.8996895,1.8663045
37579,57.863636,0.006526,7.5234845,2.405616
37580,34.625,0.017458,3.99375,1.4166665
37581,40.458333,0.01525,5.7375,1.3625
37582,49.041667,0.008333,6.7770835,1.9708335
37583,40.625,0.01,5.4416665,1.5854165
37584,37.583333,0.012333,3.7708335,1.4854165
37585,41.916667,0.004875,3.4416665,1.2083335
37586,27.217391,0.019958,3.0694805,1.048098
37587,18.833333,0.019417,1.4020835,0.5145835
37588,21.291667,0.017583,1.7833335,0.6270835
37589,27.458333,0.011083,1.7375,0.7770835
37590,21,0.012958,1.5395835,0.8395835
37591,28.083333,0.010542,2.4875,1.6125
37592,33.1875,0.002917,3.8477275,1.497538
37593,35.863636,0.007,3.3344155,1.6048915
37594,37,0.006167,2.475,1.35
37595,38.333333,0.012042,3.7051945,1.7990945
37596,40.8,0.011083,2.0270835,1.1916665
37599,37.666667,0.00675,3.233766,1.5
37600,54.181818,0.0045,5.9416665,2.331703
37601,36.416667,0.005083,2.8958335,1.431061
37602,36.25,0.004458,3.373913,1.31875
37603,37.916667,0.00325,4.6125,1.66875
37604,35,0.006375,4.8104165,1.61875
37605,34.458333,0.005792,2.9416665,1.3791665
37606,34.944444,0.003158,2.7375,1.1895835
37607,21,0.0225,0.6454545,0.8484525
37608,23.5,0.016125,0.441558,0.465036
37609,30.125,0.008,1.35625,0.9076085
37610,27.8,0.008583,0.4541665,0.632065
37611,35.541667,0.002375,0.9020835,1.2708335
37612,30.208333,0.006333,1.2833335,1.4104165
37613,29.478261,0.004875,0,0.597826
37614,28.75,0.005,1.0431675,0.891938
37621,35.857143,0.012583,3.7621115,1.3487315
37622,40,0.009583,4.3166665,2.163487
37623,40,0.010917,4.6125,1.766576
37624,42.291667,0.009042,4.60625,1.5166665
37625,45.708333,0.006292,6.1916665,2.2416665
37626,32.958333,0.006417,4.4479165,1.5520835
37627,36.25,0.006667,5.225,1.6645835
37628,21.173913,0.016458,1.172671,0.695924
37629,30.458333,0.003708,1.9875,1.0020835
37630,27.125,0.005458,2.0333335,1.1354165
37631,31.958333,0.004333,3.8166665,1.66875
37632,28.416667,0.008708,2.6979165,1.3958335
37633,30.541667,0.008,2.61875,1.4145835
37634,42.15,0.004167,4.3524845,1.700189
37635,47,0.004125,5.888961,1.8547615
